500	500	363.71224551110936	-35954.87160165579	37163.088945720345	54540439.74542687
500	505	216.8978152176081	-23284.41864417468	27560.822648523907	54973646.34040179
500	510	-66.8978981896885	6434.345732790372	-234764.22235541997	55860726.418462485
500	515	-13.107514704446658	2911.209988391376	-262414.1792869009	56328405.53625892
500	520	274.76573748904775	-27502.862294665072	-3618.31710517779	56754585.469699815
500	525	380.4071779960257	-38355.32234626125	39992.167818402464	57158029.84753481
500	530	-113.15451262872963	11292.24181206641	-264015.35765044705	58066886.61709992
500	535	-34.06150012723239	3328.462044908928	-229062.71700813636	58476123.854227275
500	540	267.50211008116577	-29035.485763449808	35110.13227410821	58898871.61653567
500	545	313.5048790668079	-32039.081014161697	5654.098864864558	59367847.98885446
500	550	5.316500401335361	1629.3245038948953	-268544.44145567715	60262870.228802085
500	555	-57.69893581212091	6132.937527995091	-252214.42581105977	60678216.88952795
500	560	223.94060725370014	-24491.412940347433	4905.434965726719	61106318.13452974
500	565	284.4345647632281	-31588.01194955007	38959.71124990765	61515584.6814269
500	570	-74.53914855550507	6212.3127388134235	-229166.64859955307	62400278.85218068
500	575	59.68812083380908	-4364.3869443370495	-253736.68558002636	62872025.469769716
500	580	304.0992076277395	-31647.208179166035	-6144.69662544841	63306341.3239151
500	585	307.76666972285386	-34314.40685618906	31132.4462869155	63707859.83285417
500	590	-25.225442775517877	3130.406937232241	-252508.3315010257	64608545.37042627
500	595	-75.94842424491141	7301.088772816455	-237449.18288050542	65025510.423657164
500	600	203.75909172432185	-24666.992782965783	25051.69252969428	65449564.87707732
500	605	346.02411490226893	-37490.20611001805	8238.569858956289	65915783.63491121
500	610	-16.891221091049374	2763.35406272579	-267590.36806904525	66805728.86021002
500	615	18.33577714758576	-1241.8323952299543	-243842.16029908508	67222246.22624505
500	620	308.7952978148678	-35310.96303863963	24090.6906452775	67642969.92754868
500	625	220.18071084409894	-26959.559013410006	27971.108208097517	68066951.24965928
500	630	-56.963373248610836	6326.850526236297	-244768.89050269418	68960859.19211832
500	635	13.679389864410041	-473.8412214629352	-261882.8515482396	69421259.348843
500	640	255.712498586945	-29788.76002936624	-7474.56132299453	69850790.32917622
500	645	320.7330936835893	-37520.43638237896	26767.705615372255	70260521.4868141
500	650	-79.24091329617163	9505.40272416145	-269278.8343153842	71163938.33510332
500	655	26.54866054148978	-3222.951176367128	-219520.6393591877	71563109.24342914
500	660	226.71803448766877	-28205.20882962318	21759.144683320075	72001474.37236917
500	665	292.59403885770007	-34879.974412533455	4237.588094446808	72462159.6984736
500	670	68.19495051104413	-6870.918637708551	-252056.79237093672	73344846.72564359
500	675	-48.57877557887696	5860.323998802807	-261654.08632674813	73777950.27017425
500	680	258.38185573593364	-32430.635764113627	19072.134510062635	74190093.84305826
500	685	280.32889417791966	-35049.2841788176	38144.5008971704	74609917.1329992
500	690	-75.92329341472964	8212.101238947074	-246467.83920363543	75505620.66826326
500	695	82.3263609882984	-8267.3825521121	-252350.48309178694	75964556.71726288
500	700	296.54080692223215	-36202.0975689413	-1744.0705256052315	76396532.76766759
